	10000		0.027358	0.023452	
	7943.3		0.026736	0.01857	
	6309.6		0.026051	0.014497	
	5011.9		0.025685	0.011033	
	3981.1		0.02552	0.0080743	
	3162.3		0.025622	0.0055462	
	2511.9		0.025787	0.0034045	
	1995.3		0.026159	0.0015924	
	1584.9		0.026633	4.0212e-05	
	1258.9		0.027232	-0.0013201	
	1000		0.027884	-0.0025126	
	794.33		0.028608	-0.0035518	
	630.96		0.029468	-0.0045392	
	501.19		0.030356	-0.0054335	
	398.11		0.031314	-0.0062457	
	316.23		0.032408	-0.0070574	
	251.19		0.033598	-0.0078456	
	199.53		0.03487	-0.0086185	
	158.49		0.036217	-0.0093531	
	125.89		0.037673	-0.010086	
	100		0.039157	-0.01075	
	79.433		0.04084	-0.011507	
	63.096		0.042669	-0.012245	
	50.119		0.044668	-0.013057	
	39.811		0.046325	-0.0139	
	31.623		0.048392	-0.014172	
	25.119		0.050788	-0.014972	
	19.953		0.052965	-0.015986	
	15.849		0.054879	-0.016123	
	12.589		0.057757	-0.016918	
	10		0.060037	-0.01763	
	7.9433		0.062946	-0.018746	
	6.3096		0.06513	-0.019047	
	5.0119		0.068276	-0.020292	
	3.9811		0.070421	-0.021846	
	3.1623		0.073836	-0.023111	
	2.5119		0.077207	-0.024146	
	1.9953		0.081533	-0.024959	
	1.5849		0.087074	-0.024951	
	1.2589		0.090489	-0.025547	
	1		0.09637	-0.026421	
	0.79433		0.10118	-0.025081	
	0.63096		0.10486	-0.024172	
	0.50119		0.10872	-0.023707	
	0.39811		0.11272	-0.022382	
	0.31623		0.11618	-0.020455	
	0.25119		0.11896	-0.018386	
	0.19953		0.12111	-0.016522	
	0.15849		0.12281	-0.015006	
	0.12589		0.1243	-0.013832	
	0.1		0.12552	-0.013073	
	0.079433		0.12661	-0.012664	
	0.063096		0.12758	-0.012622	
	0.050119		0.12858	-0.012884	
	0.039811		0.12962	-0.013468	
	0.031623		0.13066	-0.014414	
	0.025119		0.13192	-0.015691	
	0.019953		0.13326	-0.017376	
	0.015849		0.13476	-0.019472	
	0.012589		0.13654	-0.022009	
	0.01		0.13862	-0.025022	
