	10000		0.029273	0.025923	
	7943.3		0.02882	0.020497	
	6309.6		0.028244	0.015994	
	5011.9		0.027951	0.012216	
	3981.1		0.027862	0.0090375	
	3162.3		0.027995	0.0063542	
	2511.9		0.028265	0.004133	
	1995.3		0.028657	0.002284	
	1584.9		0.029148	0.00074286	
	1258.9		0.02971	-0.00054736	
	1000		0.030348	-0.0016473	
	794.33		0.031047	-0.0025728	
	630.96		0.031801	-0.0033771	
	501.19		0.032598	-0.0040768	
	398.11		0.033463	-0.0046965	
	316.23		0.034374	-0.0052421	
	251.19		0.03532	-0.0057144	
	199.53		0.036317	-0.0061359	
	158.49		0.037361	-0.0064903	
	125.89		0.038463	-0.006789	
	100		0.039575	-0.007037	
	79.433		0.040697	-0.0072384	
	63.096		0.041804	-0.0073914	
	50.119		0.04291	-0.0075538	
	39.811		0.043869	-0.0078712	
	31.623		0.044816	-0.0078528	
	25.119		0.046035	-0.0081238	
	19.953		0.046896	-0.0085409	
	15.849		0.047805	-0.0088175	
	12.589		0.049067	-0.0093808	
	10		0.050139	-0.010032	
	7.9433		0.051231	-0.010852	
	6.3096		0.052434	-0.011925	
	5.0119		0.053894	-0.013272	
	3.9811		0.055354	-0.015022	
	3.1623		0.057408	-0.016582	
	2.5119		0.059227	-0.018872	
	1.9953		0.062545	-0.021399	
	1.5849		0.066201	-0.023088	
	1.2589		0.069588	-0.024996	
	1		0.073734	-0.02742	
	0.79433		0.078994	-0.029469	
	0.63096		0.085009	-0.030608	
	0.50119		0.091239	-0.030627	
	0.39811		0.097134	-0.02958	
	0.31623		0.10235	-0.02781	
	0.25119		0.10678	-0.025677	
	0.19953		0.11048	-0.023462	
	0.15849		0.11349	-0.02134	
	0.12589		0.11598	-0.019485	
	0.1		0.11806	-0.017926	
	0.079433		0.11976	-0.016807	
	0.063096		0.12119	-0.016086	
	0.050119		0.12254	-0.015742	
	0.039811		0.12383	-0.015865	
	0.031623		0.12511	-0.016442	
	0.025119		0.12646	-0.017479	
	0.019953		0.12793	-0.018988	
	0.015849		0.12962	-0.020992	
	0.012589		0.13154	-0.023506	
	0.01		0.13389	-0.026615	
