	10000		0.027236	0.02572	
	7943.3		0.026599	0.020639	
	6309.6		0.025855	0.016448	
	5011.9		0.025403	0.012974	
	3981.1		0.025139	0.010089	
	3162.3		0.025057	0.0077056	
	2511.9		0.02508	0.005767	
	1995.3		0.025201	0.0042121	
	1584.9		0.025376	0.0029547	
	1258.9		0.025587	0.0019461	
	1000		0.025831	0.0011345	
	794.33		0.02609	0.00049136	
	630.96		0.026358	-3.0702e-05	
	501.19		0.026637	-0.00044864	
	398.11		0.026927	-0.0007811	
	316.23		0.027221	-0.0010512	
	251.19		0.027506	-0.001274	
	199.53		0.027805	-0.0014499	
	158.49		0.028103	-0.0015913	
	125.89		0.028397	-0.0017169	
	100		0.028684	-0.0018199	
	79.433		0.028993	-0.0019217	
	63.096		0.029275	-0.0020182	
	50.119		0.029576	-0.0021166	
	39.811		0.029875	-0.0022609	
	31.623		0.030145	-0.0023738	
	25.119		0.030548	-0.0025178	
	19.953		0.030935	-0.0026833	
	15.849		0.031249	-0.0028474	
	12.589		0.031765	-0.0029896	
	10		0.032266	-0.003146	
	7.9433		0.032805	-0.0032604	
	6.3096		0.033355	-0.0033423	
	5.0119		0.033959	-0.003387	
	3.9811		0.034523	-0.003392	
	3.1623		0.035107	-0.003313	
	2.5119		0.03561	-0.0032311	
	1.9953		0.03613	-0.0031181	
	1.5849		0.036614	-0.0029552	
	1.2589		0.036956	-0.0028096	
	1		0.037291	-0.0027509	
	0.79433		0.037601	-0.0027275	
	0.63096		0.037907	-0.0027514	
	0.50119		0.038248	-0.0028352	
	0.39811		0.038607	-0.0029346	
	0.31623		0.038957	-0.0030593	
	0.25119		0.039352	-0.0031962	
	0.19953		0.03972	-0.0033782	
	0.15849		0.040094	-0.0036287	
	0.12589		0.040494	-0.0039561	
	0.1		0.040941	-0.0043546	
	0.079433		0.041395	-0.0048714	
	0.063096		0.041922	-0.0054909	
	0.050119		0.042535	-0.0062117	
	0.039811		0.043238	-0.0070575	
	0.031623		0.044015	-0.0080389	
	0.025119		0.044935	-0.0091695	
	0.019953		0.045996	-0.010485	
	0.015849		0.047223	-0.011981	
	0.012589		0.048678	-0.013675	
	0.01		0.050384	-0.015578	
