1.00E+04	2.42E-02	2.66E-02
7.94E+03	2.34E-02	2.15E-02
6.31E+03	2.25E-02	1.72E-02
5.01E+03	2.19E-02	1.37E-02
3.98E+03	2.16E-02	1.07E-02
3.16E+03	2.14E-02	8.29E-03
2.51E+03	2.14E-02	6.30E-03
2.00E+03	2.14E-02	4.68E-03
1.58E+03	2.15E-02	3.36E-03
1.26E+03	2.17E-02	2.30E-03
1.00E+03	2.19E-02	1.44E-03
7.94E+02	2.21E-02	7.52E-04
6.31E+02	2.24E-02	1.94E-04
5.01E+02	2.27E-02	-2.51E-04
3.98E+02	2.30E-02	-6.03E-04
3.16E+02	2.32E-02	-8.76E-04
2.51E+02	2.36E-02	-1.09E-03
2.00E+02	2.39E-02	-1.24E-03
1.58E+02	2.41E-02	-1.33E-03
1.26E+02	2.44E-02	-1.37E-03
1.00E+02	2.48E-02	-1.39E-03
7.94E+01	2.50E-02	-1.35E-03
6.31E+01	2.53E-02	-1.28E-03
5.01E+01	2.55E-02	-1.20E-03
3.98E+01	2.57E-02	-1.15E-03
3.16E+01	2.58E-02	-1.06E-03
2.51E+01	2.60E-02	-9.47E-04
2.00E+01	2.61E-02	-9.00E-04
1.58E+01	2.61E-02	-8.24E-04
1.26E+01	2.63E-02	-7.79E-04
1.00E+01	2.63E-02	-7.55E-04
7.94E+00	2.65E-02	-7.43E-04
6.31E+00	2.65E-02	-6.65E-04
5.01E+00	2.67E-02	-6.93E-04
3.98E+00	2.66E-02	-7.62E-04
3.16E+00	2.68E-02	-7.70E-04
2.51E+00	2.68E-02	-7.57E-04
2.00E+00	2.69E-02	-7.48E-04
1.58E+00	2.72E-02	-7.73E-04
1.26E+00	2.71E-02	-7.78E-04
1.00E+00	2.73E-02	-1.02E-03
7.94E-01	2.75E-02	-1.02E-03
6.31E-01	2.75E-02	-1.16E-03
5.01E-01	2.76E-02	-1.48E-03
3.98E-01	2.79E-02	-1.78E-03
3.16E-01	2.83E-02	-1.96E-03
2.51E-01	2.86E-02	-2.07E-03
2.00E-01	2.89E-02	-2.18E-03
1.58E-01	2.92E-02	-2.29E-03
1.26E-01	2.95E-02	-2.41E-03
1.00E-01	2.98E-02	-2.61E-03
7.94E-02	3.00E-02	-2.86E-03
6.31E-02	3.03E-02	-3.20E-03
5.01E-02	3.07E-02	-3.59E-03
3.98E-02	3.11E-02	-4.04E-03
3.16E-02	3.15E-02	-4.59E-03
2.51E-02	3.21E-02	-5.20E-03
2.00E-02	3.28E-02	-5.89E-03
1.58E-02	3.36E-02	-6.66E-03
1.26E-02	3.46E-02	-7.45E-03
1.00E-02	3.57E-02	-8.24E-03
