1.00E+04	2.42E-02	2.62E-02
7.94E+03	2.34E-02	2.11E-02
6.31E+03	2.26E-02	1.69E-02
5.01E+03	2.20E-02	1.33E-02
3.98E+03	2.17E-02	1.03E-02
3.16E+03	2.16E-02	7.85E-03
2.51E+03	2.16E-02	5.81E-03
2.00E+03	2.17E-02	4.13E-03
1.58E+03	2.19E-02	2.75E-03
1.26E+03	2.21E-02	1.62E-03
1.00E+03	2.24E-02	6.80E-04
7.94E+02	2.28E-02	-8.45E-05
6.31E+02	2.31E-02	-7.16E-04
5.01E+02	2.36E-02	-1.24E-03
3.98E+02	2.40E-02	-1.65E-03
3.16E+02	2.44E-02	-1.99E-03
2.51E+02	2.49E-02	-2.25E-03
2.00E+02	2.54E-02	-2.45E-03
1.58E+02	2.59E-02	-2.60E-03
1.26E+02	2.64E-02	-2.71E-03
1.00E+02	2.69E-02	-2.76E-03
7.94E+01	2.74E-02	-2.78E-03
6.31E+01	2.79E-02	-2.76E-03
5.01E+01	2.84E-02	-2.68E-03
3.98E+01	2.89E-02	-2.58E-03
3.16E+01	2.93E-02	-2.50E-03
2.51E+01	2.97E-02	-2.27E-03
2.00E+01	3.00E-02	-2.08E-03
1.58E+01	3.03E-02	-1.89E-03
1.26E+01	3.06E-02	-1.75E-03
1.00E+01	3.08E-02	-1.62E-03
7.94E+00	3.10E-02	-1.53E-03
6.31E+00	3.11E-02	-1.37E-03
5.01E+00	3.13E-02	-1.28E-03
3.98E+00	3.13E-02	-1.30E-03
3.16E+00	3.15E-02	-1.23E-03
2.51E+00	3.16E-02	-1.20E-03
2.00E+00	3.18E-02	-1.14E-03
1.58E+00	3.21E-02	-1.08E-03
1.26E+00	3.20E-02	-1.11E-03
1.00E+00	3.24E-02	-1.35E-03
7.94E-01	3.26E-02	-1.30E-03
6.31E-01	3.25E-02	-1.44E-03
5.01E-01	3.27E-02	-1.75E-03
3.98E-01	3.30E-02	-2.06E-03
3.16E-01	3.34E-02	-2.26E-03
2.51E-01	3.38E-02	-2.37E-03
2.00E-01	3.41E-02	-2.48E-03
1.58E-01	3.44E-02	-2.61E-03
1.26E-01	3.48E-02	-2.79E-03
1.00E-01	3.50E-02	-3.04E-03
7.94E-02	3.54E-02	-3.36E-03
6.31E-02	3.57E-02	-3.75E-03
5.01E-02	3.61E-02	-4.24E-03
3.98E-02	3.65E-02	-4.83E-03
3.16E-02	3.70E-02	-5.51E-03
2.51E-02	3.77E-02	-6.30E-03
2.00E-02	3.85E-02	-7.20E-03
1.58E-02	3.95E-02	-8.20E-03
1.26E-02	4.06E-02	-9.29E-03
1.00E-02	4.20E-02	-1.04E-02
