	10000		0.025857	0.02751	
	7943.3		0.025201	0.022186	
	6309.6		0.02441	0.01776	
	5011.9		0.023887	0.014092	
	3981.1		0.023577	0.011064	
	3162.3		0.023421	0.0085516	
	2511.9		0.023405	0.0065232	
	1995.3		0.023474	0.0048844	
	1584.9		0.023591	0.0035625	
	1258.9		0.023738	0.0025004	
	1000		0.023921	0.0016474	
	794.33		0.02412	0.00097198	
	630.96		0.024347	0.0004279	
	501.19		0.024574	-1.2388e-05	
	398.11		0.024815	-0.00035769	
	316.23		0.025076	-0.00064155	
	251.19		0.025313	-0.00086515	
	199.53		0.025569	-0.0010381	
	158.49		0.025816	-0.0011793	
	125.89		0.026042	-0.0012916	
	100		0.026298	-0.0013929	
	79.433		0.026533	-0.0014603	
	63.096		0.026796	-0.0015189	
	50.119		0.027051	-0.0015921	
	39.811		0.02729	-0.0016423	
	31.623		0.027553	-0.0017073	
	25.119		0.02788	-0.0017017	
	19.953		0.028164	-0.0017313	
	15.849		0.028378	-0.0017425	
	12.589		0.02874	-0.0016796	
	10		0.029024	-0.0016083	
	7.9433		0.029274	-0.0015684	
	6.3096		0.029491	-0.0014202	
	5.0119		0.029732	-0.0013723	
	3.9811		0.029771	-0.0013697	
	3.1623		0.030019	-0.0012801	
	2.5119		0.030121	-0.0012139	
	1.9953		0.03029	-0.001139	
	1.5849		0.030582	-0.001077	
	1.2589		0.030549	-0.0010294	
	1		0.030798	-0.0012422	
	0.79433		0.030986	-0.0012134	
	0.63096		0.031016	-0.0013034	
	0.50119		0.031104	-0.0016279	
	0.39811		0.031345	-0.0019132	
	0.31623		0.031684	-0.0021188	
	0.25119		0.032015	-0.002255	
	0.19953		0.032293	-0.0024079	
	0.15849		0.032604	-0.0025612	
	0.12589		0.032893	-0.0027362	
	0.1		0.03315	-0.0030085	
	0.079433		0.033468	-0.003363	
	0.063096		0.033752	-0.0038183	
	0.050119		0.034153	-0.0043349	
	0.039811		0.034601	-0.0049761	
	0.031623		0.035128	-0.0057123	
	0.025119		0.035779	-0.0065594	
	0.019953		0.03652	-0.0075515	
	0.015849		0.037426	-0.0086753	
	0.012589		0.038508	-0.0099369	
	0.01		0.03974	-0.011316	
