	10000		0.027504	0.022029	
	7943.3		0.0267	0.017475	
	6309.6		0.025909	0.013631	
	5011.9		0.025452	0.010344	
	3981.1		0.025246	0.0075155	
	3162.3		0.0253	0.0050848	
	2511.9		0.02551	0.0030163	
	1995.3		0.025846	0.0012536	
	1584.9		0.026305	-0.0002695	
	1258.9		0.026873	-0.0016043	
	1000		0.027538	-0.0027948	
	794.33		0.028284	-0.0038555	
	630.96		0.02913	-0.0048543	
	501.19		0.030077	-0.0058055	
	398.11		0.031103	-0.0067001	
	316.23		0.032229	-0.0075622	
	251.19		0.033402	-0.0083849	
	199.53		0.034695	-0.0092055	
	158.49		0.036093	-0.010044	
	125.89		0.03758	-0.010894	
	100		0.039151	-0.011767	
	79.433		0.040847	-0.012726	
	63.096		0.042593	-0.013732	
	50.119		0.044564	-0.014872	
	39.811		0.046612	-0.016015	
	31.623		0.04848	-0.017237	
	25.119		0.051552	-0.018619	
	19.953		0.054453	-0.02017	
	15.849		0.056941	-0.021289	
	12.589		0.060902	-0.022484	
	10		0.064497	-0.023745	
	7.9433		0.068182	-0.024724	
	6.3096		0.072177	-0.02572	
	5.0119		0.076371	-0.026599	
	3.9811		0.080664	-0.027597	
	3.1623		0.085425	-0.027728	
	2.5119		0.090173	-0.027957	
	1.9953		0.094979	-0.027464	
	1.5849		0.10049	-0.026119	
	1.2589		0.10448	-0.025225	
	1		0.10934	-0.024018	
	0.79433		0.11309	-0.021612	
	0.63096		0.1157	-0.019794	
	0.50119		0.11831	-0.018296	
	0.39811		0.12078	-0.016629	
	0.31623		0.12287	-0.014817	
	0.25119		0.12448	-0.013058	
	0.19953		0.12566	-0.011599	
	0.15849		0.12669	-0.010313	
	0.12589		0.12747	-0.0093621	
	0.1		0.12813	-0.008717	
	0.079433		0.12876	-0.0083201	
	0.063096		0.12924	-0.0081975	
	0.050119		0.12979	-0.0082475	
	0.039811		0.13033	-0.0085438	
	0.031623		0.13089	-0.0090874	
	0.025119		0.13151	-0.0098468	
	0.019953		0.1322	-0.010899	
	0.015849		0.13304	-0.012234	
	0.012589		0.13415	-0.013865	
	0.01		0.13558	-0.015835	
