1.00E+04	2.42E-02	2.73E-02
7.94E+03	2.34E-02	2.21E-02
6.31E+03	2.25E-02	1.78E-02
5.01E+03	2.19E-02	1.42E-02
3.98E+03	2.15E-02	1.12E-02
3.16E+03	2.13E-02	8.77E-03
2.51E+03	2.12E-02	6.78E-03
2.00E+03	2.12E-02	5.18E-03
1.58E+03	2.13E-02	3.88E-03
1.26E+03	2.14E-02	2.83E-03
1.00E+03	2.15E-02	1.98E-03
7.94E+02	2.17E-02	1.31E-03
6.31E+02	2.18E-02	7.62E-04
5.01E+02	2.20E-02	3.30E-04
3.98E+02	2.22E-02	-5.96E-07
3.16E+02	2.24E-02	-2.54E-04
2.51E+02	2.26E-02	-4.32E-04
2.00E+02	2.28E-02	-5.56E-04
1.58E+02	2.30E-02	-6.27E-04
1.26E+02	2.32E-02	-6.60E-04
1.00E+02	2.33E-02	-6.58E-04
7.94E+01	2.35E-02	-6.45E-04
6.31E+01	2.36E-02	-6.16E-04
5.01E+01	2.37E-02	-5.74E-04
3.98E+01	2.37E-02	-5.46E-04
3.16E+01	2.38E-02	-5.31E-04
2.51E+01	2.39E-02	-5.08E-04
2.00E+01	2.40E-02	-5.06E-04
1.58E+01	2.40E-02	-4.97E-04
1.26E+01	2.41E-02	-4.74E-04
1.00E+01	2.41E-02	-4.69E-04
7.94E+00	2.42E-02	-4.96E-04
6.31E+00	2.42E-02	-4.49E-04
5.01E+00	2.43E-02	-5.01E-04
3.98E+00	2.43E-02	-6.00E-04
3.16E+00	2.44E-02	-6.19E-04
2.51E+00	2.44E-02	-6.29E-04
2.00E+00	2.45E-02	-6.48E-04
1.58E+00	2.48E-02	-6.32E-04
1.26E+00	2.47E-02	-6.70E-04
1.00E+00	2.49E-02	-9.13E-04
7.94E-01	2.51E-02	-9.21E-04
6.31E-01	2.51E-02	-1.06E-03
5.01E-01	2.52E-02	-1.38E-03
3.98E-01	2.55E-02	-1.64E-03
3.16E-01	2.58E-02	-1.81E-03
2.51E-01	2.61E-02	-1.90E-03
2.00E-01	2.64E-02	-1.99E-03
1.58E-01	2.67E-02	-2.07E-03
1.26E-01	2.69E-02	-2.18E-03
1.00E-01	2.72E-02	-2.34E-03
7.94E-02	2.74E-02	-2.55E-03
6.31E-02	2.77E-02	-2.83E-03
5.01E-02	2.80E-02	-3.14E-03
3.98E-02	2.83E-02	-3.52E-03
3.16E-02	2.87E-02	-3.95E-03
2.51E-02	2.92E-02	-4.44E-03
2.00E-02	2.98E-02	-4.99E-03
1.58E-02	3.05E-02	-5.56E-03
1.26E-02	3.13E-02	-6.15E-03
1.00E-02	3.22E-02	-6.71E-03
