1.00E+04	2.42E-02	2.72E-02
7.94E+03	2.34E-02	2.20E-02
6.31E+03	2.25E-02	1.77E-02
5.01E+03	2.19E-02	1.41E-02
3.98E+03	2.15E-02	1.11E-02
3.16E+03	2.13E-02	8.69E-03
2.51E+03	2.12E-02	6.68E-03
2.00E+03	2.12E-02	5.07E-03
1.58E+03	2.13E-02	3.77E-03
1.26E+03	2.14E-02	2.71E-03
1.00E+03	2.16E-02	1.86E-03
7.94E+02	2.18E-02	1.17E-03
6.31E+02	2.20E-02	6.25E-04
5.01E+02	2.22E-02	1.89E-04
3.98E+02	2.24E-02	-1.48E-04
3.16E+02	2.26E-02	-4.09E-04
2.51E+02	2.29E-02	-5.92E-04
2.00E+02	2.31E-02	-7.26E-04
1.58E+02	2.33E-02	-7.98E-04
1.26E+02	2.35E-02	-8.30E-04
1.00E+02	2.37E-02	-8.22E-04
7.94E+01	2.38E-02	-7.92E-04
6.31E+01	2.40E-02	-7.64E-04
5.01E+01	2.41E-02	-7.01E-04
3.98E+01	2.41E-02	-6.59E-04
3.16E+01	2.43E-02	-6.42E-04
2.51E+01	2.43E-02	-6.00E-04
2.00E+01	2.44E-02	-5.61E-04
1.58E+01	2.44E-02	-5.62E-04
1.26E+01	2.45E-02	-5.49E-04
1.00E+01	2.46E-02	-5.28E-04
7.94E+00	2.46E-02	-5.47E-04
6.31E+00	2.47E-02	-4.89E-04
5.01E+00	2.48E-02	-5.34E-04
3.98E+00	2.47E-02	-6.45E-04
3.16E+00	2.49E-02	-6.54E-04
2.51E+00	2.49E-02	-6.60E-04
2.00E+00	2.50E-02	-6.68E-04
1.58E+00	2.53E-02	-6.62E-04
1.26E+00	2.52E-02	-7.13E-04
1.00E+00	2.54E-02	-9.52E-04
7.94E-01	2.56E-02	-9.59E-04
6.31E-01	2.56E-02	-1.09E-03
5.01E-01	2.57E-02	-1.43E-03
3.98E-01	2.60E-02	-1.71E-03
3.16E-01	2.63E-02	-1.87E-03
2.51E-01	2.66E-02	-1.96E-03
2.00E-01	2.69E-02	-2.05E-03
1.58E-01	2.72E-02	-2.15E-03
1.26E-01	2.74E-02	-2.25E-03
1.00E-01	2.77E-02	-2.42E-03
7.94E-02	2.79E-02	-2.64E-03
6.31E-02	2.82E-02	-2.93E-03
5.01E-02	2.85E-02	-3.26E-03
3.98E-02	2.88E-02	-3.65E-03
3.16E-02	2.92E-02	-4.10E-03
2.51E-02	2.97E-02	-4.60E-03
2.00E-02	3.03E-02	-5.17E-03
1.58E-02	3.10E-02	-5.76E-03
1.26E-02	3.18E-02	-6.37E-03
1.00E-02	3.27E-02	-6.92E-03
