1.00E+04	2.48E-02	2.68E-02
7.94E+03	2.39E-02	2.15E-02
6.31E+03	2.29E-02	1.71E-02
5.01E+03	2.23E-02	1.34E-02
3.98E+03	2.20E-02	1.03E-02
3.16E+03	2.18E-02	7.70E-03
2.51E+03	2.19E-02	5.51E-03
2.00E+03	2.20E-02	3.70E-03
1.58E+03	2.23E-02	2.18E-03
1.26E+03	2.26E-02	9.06E-04
1.00E+03	2.30E-02	-1.73E-04
7.94E+02	2.35E-02	-1.10E-03
6.31E+02	2.40E-02	-1.89E-03
5.01E+02	2.46E-02	-2.58E-03
3.98E+02	2.52E-02	-3.16E-03
3.16E+02	2.59E-02	-3.67E-03
2.51E+02	2.67E-02	-4.11E-03
2.00E+02	2.74E-02	-4.47E-03
1.58E+02	2.83E-02	-4.77E-03
1.26E+02	2.91E-02	-5.03E-03
1.00E+02	3.00E-02	-5.22E-03
7.94E+01	3.09E-02	-5.38E-03
6.31E+01	3.18E-02	-5.49E-03
5.01E+01	3.27E-02	-5.55E-03
3.98E+01	3.36E-02	-5.55E-03
3.16E+01	3.46E-02	-5.65E-03
2.51E+01	3.55E-02	-5.48E-03
2.00E+01	3.64E-02	-5.37E-03
1.58E+01	3.72E-02	-5.23E-03
1.26E+01	3.81E-02	-4.84E-03
1.00E+01	3.89E-02	-4.49E-03
7.94E+00	3.95E-02	-4.17E-03
6.31E+00	4.01E-02	-3.74E-03
5.01E+00	4.07E-02	-3.44E-03
3.98E+00	4.09E-02	-3.24E-03
3.16E+00	4.14E-02	-2.95E-03
2.51E+00	4.16E-02	-2.70E-03
2.00E+00	4.20E-02	-2.48E-03
1.58E+00	4.25E-02	-2.24E-03
1.26E+00	4.25E-02	-2.11E-03
1.00E+00	4.29E-02	-2.32E-03
7.94E-01	4.32E-02	-2.20E-03
6.31E-01	4.33E-02	-2.29E-03
5.01E-01	4.35E-02	-2.63E-03
3.98E-01	4.39E-02	-2.91E-03
3.16E-01	4.44E-02	-3.07E-03
2.51E-01	4.49E-02	-3.16E-03
2.00E-01	4.53E-02	-3.27E-03
1.58E-01	4.57E-02	-3.40E-03
1.26E-01	4.61E-02	-3.56E-03
1.00E-01	4.65E-02	-3.84E-03
7.94E-02	4.68E-02	-4.21E-03
6.31E-02	4.72E-02	-4.71E-03
5.01E-02	4.77E-02	-5.32E-03
3.98E-02	4.82E-02	-6.04E-03
3.16E-02	4.88E-02	-6.91E-03
2.51E-02	4.95E-02	-7.92E-03
2.00E-02	5.04E-02	-9.11E-03
1.58E-02	5.14E-02	-1.05E-02
1.26E-02	5.28E-02	-1.19E-02
1.00E-02	5.43E-02	-1.36E-02
