1.00E+04	2.47E-02	2.51E-02
7.94E+03	2.40E-02	2.01E-02
6.31E+03	2.33E-02	1.58E-02
5.01E+03	2.28E-02	1.23E-02
3.98E+03	2.25E-02	9.25E-03
3.16E+03	2.25E-02	6.70E-03
2.51E+03	2.26E-02	4.54E-03
2.00E+03	2.28E-02	2.72E-03
1.58E+03	2.32E-02	1.17E-03
1.26E+03	2.36E-02	-1.66E-04
1.00E+03	2.41E-02	-1.33E-03
7.94E+02	2.47E-02	-2.35E-03
6.31E+02	2.53E-02	-3.29E-03
5.01E+02	2.61E-02	-4.13E-03
3.98E+02	2.69E-02	-4.93E-03
3.16E+02	2.78E-02	-5.66E-03
2.51E+02	2.88E-02	-6.34E-03
2.00E+02	2.99E-02	-6.98E-03
1.58E+02	3.10E-02	-7.59E-03
1.26E+02	3.23E-02	-8.18E-03
1.00E+02	3.36E-02	-8.74E-03
7.94E+01	3.50E-02	-9.27E-03
6.31E+01	3.65E-02	-9.79E-03
5.01E+01	3.81E-02	-1.03E-02
3.98E+01	3.97E-02	-1.06E-02
3.16E+01	4.12E-02	-1.12E-02
2.51E+01	4.32E-02	-1.13E-02
2.00E+01	4.49E-02	-1.18E-02
1.58E+01	4.67E-02	-1.18E-02
1.26E+01	4.90E-02	-1.18E-02
1.00E+01	5.09E-02	-1.18E-02
7.94E+00	5.30E-02	-1.17E-02
6.31E+00	5.49E-02	-1.11E-02
5.01E+00	5.68E-02	-1.06E-02
3.98E+00	5.82E-02	-1.00E-02
3.16E+00	5.98E-02	-9.36E-03
2.51E+00	6.11E-02	-8.46E-03
2.00E+00	6.23E-02	-7.62E-03
1.58E+00	6.36E-02	-6.78E-03
1.26E+00	6.41E-02	-6.16E-03
1.00E+00	6.51E-02	-6.05E-03
7.94E-01	6.58E-02	-5.43E-03
6.31E-01	6.61E-02	-5.22E-03
5.01E-01	6.66E-02	-5.41E-03
3.98E-01	6.73E-02	-5.52E-03
3.16E-01	6.81E-02	-5.44E-03
2.51E-01	6.88E-02	-5.30E-03
2.00E-01	6.94E-02	-5.27E-03
1.58E-01	7.00E-02	-5.25E-03
1.26E-01	7.06E-02	-5.31E-03
1.00E-01	7.11E-02	-5.57E-03
7.94E-02	7.17E-02	-5.93E-03
6.31E-02	7.22E-02	-6.51E-03
5.01E-02	7.28E-02	-7.17E-03
3.98E-02	7.35E-02	-8.03E-03
3.16E-02	7.43E-02	-9.05E-03
2.51E-02	7.52E-02	-1.03E-02
2.00E-02	7.62E-02	-1.18E-02
1.58E-02	7.74E-02	-1.35E-02
1.26E-02	7.89E-02	-1.54E-02
1.00E-02	8.07E-02	-1.76E-02
