	10000		0.028791	0.022967	
	7943.3		0.028237	0.01807	
	6309.6		0.027588	0.014018	
	5011.9		0.027351	0.01058	
	3981.1		0.02723	0.0076143	
	3162.3		0.027402	0.0051031	
	2511.9		0.027618	0.0029704	
	1995.3		0.028019	0.001184	
	1584.9		0.028566	-0.00036885	
	1258.9		0.029202	-0.0017082	
	1000		0.029951	-0.0028905	
	794.33		0.03081	-0.0039501	
	630.96		0.03161	-0.0048984	
	501.19		0.032537	-0.0057575	
	398.11		0.033686	-0.0065901	
	316.23		0.034647	-0.0073679	
	251.19		0.035948	-0.0080983	
	199.53		0.037105	-0.0088685	
	158.49		0.03854	-0.0096055	
	125.89		0.040067	-0.010294	
	100		0.04166	-0.011175	
	79.433		0.043357	-0.011929	
	63.096		0.044965	-0.012796	
	50.119		0.046987	-0.013891	
	39.811		0.048164	-0.014579	
	31.623		0.050893	-0.015769	
	25.119		0.052814	-0.016769	
	19.953		0.055923	-0.01766	
	15.849		0.057615	-0.018935	
	12.589		0.060466	-0.019457	
	10		0.064407	-0.020242	
	7.9433		0.066989	-0.022089	
	6.3096		0.069649	-0.021639	
	5.0119		0.074011	-0.023324	
	3.9811		0.074517	-0.026499	
	3.1623		0.077165	-0.028527	
	2.5119		0.080277	-0.029083	
	1.9953		0.083452	-0.028873	
	1.5849		0.094931	-0.030694	
	1.2589		0.094876	-0.033216	
	1		0.10517	-0.042098	
	0.79433		0.11091	-0.041578	
	0.63096		0.11423	-0.046827	
	0.50119		0.12358	-0.052094	
	0.39811		0.13487	-0.052211	
	0.31623		0.14501	-0.049847	
	0.25119		0.15368	-0.04646	
	0.19953		0.16084	-0.042978	
	0.15849		0.16693	-0.039472	
	0.12589		0.17235	-0.035826	
	0.1		0.1768	-0.032966	
	0.079433		0.18063	-0.030338	
	0.063096		0.18386	-0.028458	
	0.050119		0.18686	-0.026616	
	0.039811		0.18937	-0.025311	
	0.031623		0.19163	-0.024488	
	0.025119		0.19377	-0.024098	
	0.019953		0.19591	-0.024279	
	0.015849		0.19788	-0.024938	
	0.012589		0.20002	-0.026116	
	0.01		0.20226	-0.027838	
